	0	1
5894	6666666.134953.1201 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_8|216821	gi|6666666.134953.1201|6666666.134953|AKCL01|glutamine_synthetase_family_protein|Pseudomonasputidasjte1AKCL01
5895	6666666.136749.406 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_2|216821	gi|6666666.136749.406|6666666.136749|JALF01|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|Pseudomonasaeruginosasg17mJALF01
5896	6666666.296227.2594 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_6|216821	gi|6666666.296227.2594|6666666.296227|24016|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasguineaeLMG24016
5897	6666666.136615.4647 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_4|300442	gi|6666666.136615.4647|6666666.136615|AYUC01|Ornithine_carbamoyltransferase_EC_2.1.3.3|Pseudomonasaeruginosaatcc15442AYUC01
5898	6666666.296202.274 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_3|216821	gi|6666666.296202.274|6666666.296202|14963|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonassabulinigriJCM14963
5899	6666666.135453.1075 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_1|216817	gi|6666666.135453.1075|6666666.135453|JYHF01|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonassavastanoipvSavastanoiJYHF01
5900	6666666.94978.5966 -> polyketide|215|215_1|216817	gi|6666666.94978.5966|6666666.94978|B14|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonasspB14
5901	6666666.134718.4166 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_2|300442	gi|6666666.134718.4166|6666666.134718|AHIP01|Argininosuccinate_synthase_EC_6.3.4.5|Pseudomonasextremaustralis143substr143bAHIP01
5902	6666666.136806.2679 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.136806.2679|6666666.136806|JIES01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|Pseudomonasaeruginosabwh058JIES01
5903	6666666.102116.5470 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.102116.5470|6666666.102116|NC_015379.1|Anthranilate_synthase_aminase_component_EC_4.1.3.27|PseudomonasbrassicacearumsubspbrassicacearumNFM421NC0153791
5904	6666666.94974.456 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_3|311079	gi|6666666.94974.456|6666666.94974|B11|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|PseudomonasspB11
5905	6666666.162464.5063 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_3|311079	gi|6666666.162464.5063|6666666.162464|RITPIr|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasspRITPIr
5906	6666666.167759.1303 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_4|311079	gi|6666666.167759.1303|6666666.167759|UFB2|Imidazole_glycerol_phosphate_synthase_amidotransferase_subunit_EC_2.4.2.|PseudomonaschlororaphisUFB2
5907	6666666.102111.343 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_12|300442	gi|6666666.102111.343|6666666.102111|NC_012660.1|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasfluorescensSBW25NC0126601
5908	6666666.135193.6305 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.135193.6305|6666666.135193|JTFL01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonaspseudoalcaligenesJTFL01
5909	6666666.296199.1549 -> Glycolysis|10|Pyruvate_kinase_4|311079	gi|6666666.296199.1549|6666666.296199|KCTC32247|Pyruvate_kinase_EC_2.7.1.40|PseudomonasoryzaeKCTC32247
5910	6666666.139462.2113 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_2|300442	gi|6666666.139462.2113|6666666.139462|LBHT01|Phosphoribosylanthranilate_isomerase_EC_5.3.1.24|PseudomonaspsychrophilaLBHT01
5911	6666666.296230.912 -> Glycolysis|9|enolase_2|216821	gi|6666666.296230.912|6666666.296230|24213|Enolase_EC_4.2.1.11|PseudomonasyangmingensisDSM24213
5912	6666666.136840.137 -> calcium-dependent-antibiotic|26|26_1|216817	gi|6666666.136840.137|6666666.136840|LAZV01|Anthranilate_synthase_amidotransferase_component_EC_4.1.3.27_@_Paraaminobenzoate_synthase_amidotransferase_component_EC_2.6.1.85|PseudomonassyringaepvPersicaeLAZV01
5913	6666666.135022.824 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_5|216817	gi|6666666.135022.824|6666666.135022|JXQO01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonasviridiflavaJXQO01
5914	6666666.102122.2839 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.102122.2839|6666666.102122|AJFM01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonasmandeliiJR1AJFM01
5915	6666666.136749.3736 -> TCA|12|fumarate_hydratase_2|216821	gi|6666666.136749.3736|6666666.136749|JALF01|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|Pseudomonasaeruginosasg17mJALF01
5916	6666666.135439.5664 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.135439.5664|6666666.135439|JXDG01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|PseudomonasbatumiciJXDG01
5917	6666666.102130.3259 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_13|216817	gi|6666666.102130.3259|6666666.102130|NC_021491.1|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasputidaH8234NC0214911
5918	6666666.138924.5491 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_2|216821	gi|6666666.138924.5491|6666666.138924|AUPB01|Ketolacid_reductoisomerase_EC_1.1.1.86|Pseudomonasmediterraneacfbp5447AUPB01
5919	6666666.102206.5064 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|300442	gi|6666666.102206.5064|6666666.102206|KL28|Acetylglutamate_kinase_EC_2.7.2.8|PseudomonasalkylphenoliaKL28
5920	6666666.102121.2418 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_4|311079	gi|6666666.102121.2418|6666666.102121|AJXG01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|PseudomonastolaasiiPMS117AJXG01
5921	6666666.155399.5542 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_2|300442	gi|6666666.155399.5542|6666666.155399|Cab57|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonasprotegensCab57
5922	6666666.135055.2478 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_2|300442	gi|6666666.135055.2478|6666666.135055|JYKX01|Succinylornithine_transaminase_EC_2.6.1.81|PseudomonasdeceptionensisJYKX01
5923	6666666.134859.5359 -> R5P_AMINOACIDS|1|ribosephosphate_pyrophosphokinase_1|216821	gi|6666666.134859.5359|6666666.134859|AFXJ01|Ribosephosphate_pyrophosphokinase_EC_2.7.6.1|Pseudomonasaeruginosa19brAFXJ01
5924	6666666.135022.4574 -> polyketide|215|215_1|216817	gi|6666666.135022.4574|6666666.135022|JXQO01|5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonasviridiflavaJXQO01
5925	6666666.135374.5725 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|216817	gi|6666666.135374.5725|6666666.135374|AZQQ01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|Pseudomonasmandeliipd30AZQQ01
5926	6666666.136383.3111 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.136383.3111|6666666.136383|JHVT01|glutamine_synthetase_family_protein|Pseudomonasumsongensisunc430cl58colJHVT01
5927	6666666.148173.1677 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_5|311079	gi|6666666.148173.1677|6666666.148173|91RF|Ornithine_carbamoyltransferase_EC_2.1.3.3|Pseudomonassp91RF
5928	6666666.102114.1084 -> TCA|1|Citrate_synthase_4|311079	gi|6666666.102114.1084|6666666.102114|AZUT01|Citrate_synthase_si_EC_2.3.3.1|PseudomonasthermotoleransJ53AZUT01
5929	6666666.135014.2553 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.135014.2553|6666666.135014|BBQO01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonastoyotomiensisBBQO01
5930	6666666.139053.2949 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_1|216817	gi|6666666.139053.2949|6666666.139053|BBQR01|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|PseudomonasabietaniphilaBBQR01
5931	6666666.102131.1154 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_5|311079	gi|6666666.102131.1154|6666666.102131|NZ_CM001558.1|Ornithine_carbamoyltransferase_EC_2.1.3.3|PseudomonasfluorescensQ287NZCM0015581
5932	6666666.136744.3536 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_1|216817	gi|6666666.136744.3536|6666666.136744|AYTM02|Threonine_synthase_EC_4.2.3.1|Pseudomonassyringaekctc12500AYTM02
5933	6666666.134980.3160 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_2|311079	gi|6666666.134980.3160|6666666.134980|CCSF01|Acetolactate_synthase_large_subunit_EC_2.2.1.6|Pseudomonassp20bnCCSF01
5934	6666666.102119.3163 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_4|311079	gi|6666666.102119.3163|6666666.102119|AZBL01|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonasputidaOUS82AZBL01
5935	6666666.134846.3376 -> TCA|1|Citrate_synthase_3|300442	gi|6666666.134846.3376|6666666.134846|BATI01|Citrate_synthase_si_EC_2.3.3.1|Pseudomonasalcaligenesnbrc14159BATI01
5936	6666666.138924.3833 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_4|311079	gi|6666666.138924.3833|6666666.138924|AUPB01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|Pseudomonasmediterraneacfbp5447AUPB01
5937	6666666.135533.4646 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_4|311079	gi|6666666.135533.4646|6666666.135533|AHKM01|Serine_hydroxymethyltransferase_EC_2.1.2.1|Pseudomonasaeruginosampao1p1AHKM01
5938	6666666.296199.2553 -> polyketide|215|215_1|216817	gi|6666666.296199.2553|6666666.296199|KCTC32247|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonasoryzaeKCTC32247
5939	6666666.136744.510 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_1|216817	gi|6666666.136744.510|6666666.136744|AYTM02|Succinylornithine_transaminase_EC_2.6.1.81|Pseudomonassyringaekctc12500AYTM02
5940	6666666.135407.6509 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|216817	gi|6666666.135407.6509|6666666.135407|AKBP01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|Pseudomonasgingerincppb3146AKBP01
5941	6666666.135176.5798 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_4|311079	gi|6666666.135176.5798|6666666.135176|BATO01|Imidazoleglycerolphosphate_dehydratase_EC_4.2.1.19|Pseudomonasalcaligenesmry130052BATO01
5942	6666666.137499.1206 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_4|311079	gi|6666666.137499.1206|6666666.137499|JOJY01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|PseudomonasplecoglossicidaJOJY01
5943	6666666.139457.2817 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_1|216817	gi|6666666.139457.2817|6666666.139457|JYHJ01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|PseudomonassyringaepvSyringaeJYHJ01
5944	6666666.296365.4205 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_1|216817	gi|6666666.296365.4205|6666666.296365|14761|Indole3glycerol_phosphate_synthase_EC_4.1.1.48|PseudomonasmarincolaJCM14761
5945	6666666.136810.3157 -> TCA|11|fumarate_reductase_ironsulfur_subunit_1|216817	gi|6666666.136810.3157|6666666.136810|AMZX01|Succinate_dehydrogenase_ironsulfur_protein_EC_1.3.99.1|Pseudomonassyringaebrip39023AMZX01
5946	6666666.296206.637 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_4|311079	gi|6666666.296206.637|6666666.296206|CECT8338|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonassalegensCECT8338
5947	6666666.135140.4442 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_2|311079	gi|6666666.135140.4442|6666666.135140|LCWS01|3isopropylmalate_dehydrogenase_EC_1.1.1.85|PseudomonasamygdalipvTabacistrAtcc11528LCWS01
5948	6666666.102109.5583 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_3|216817	gi|6666666.102109.5583|6666666.102109|NZ_CM002751.1|Valinepyruvate_aminotransferase_EC_2.6.1.66|PseudomonassyringaepvactinidiaeICMP18884NZCM0027511
5949	6666666.102109.1483 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.102109.1483|6666666.102109|NZ_CM002751.1|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonassyringaepvactinidiaeICMP18884NZCM0027511
5950	6666666.102115.1169 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_4|216821	gi|6666666.102115.1169|6666666.102115|AZRU01|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|PseudomonasnitroreducensHBP1AZRU01
5951	6666666.102106.442 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_4|311079	gi|6666666.102106.442|6666666.102106|NC_016830.1|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|PseudomonasfluorescensF113NC0168301
5952	6666666.134944.1298 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|216821	gi|6666666.134944.1298|6666666.134944|CCYE01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|PseudomonasxanthomarinaCCYE01
5953	6666666.102124.3743 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_3|311079	gi|6666666.102124.3743|6666666.102124|AHZY01|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|PseudomonasfragiA22AHZY01
5954	6666666.138845.2914 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.138845.2914|6666666.138845|AHBD01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|Pseudomonaspsychrotoleransl19AHBD01
5955	6666666.94973.4732 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_2|300442	gi|6666666.94973.4732|6666666.94973|91|Threonine_synthase_EC_4.2.3.1|Pseudomonassp91
5956	6666666.136306.4040 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_2|311079	gi|6666666.136306.4040|6666666.136306|AIEU01|3isopropylmalate_dehydrogenase_EC_1.1.1.85|Pseudomonasfuscovaginaeupb0736AIEU01
5957	6666666.135140.2273 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_1|216817	gi|6666666.135140.2273|6666666.135140|LCWS01|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonasamygdalipvTabacistrAtcc11528LCWS01
5958	6666666.148173.226 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_8|216821	gi|6666666.148173.226|6666666.148173|91RF|glutamine_synthetase_family_protein|Pseudomonassp91RF
5959	6666666.139457.423 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_1|216817	gi|6666666.139457.423|6666666.139457|JYHJ01|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonassyringaepvSyringaeJYHJ01
5960	6666666.102177.5276 -> Glycolysis|10|Pyruvate_kinase_4|311079	gi|6666666.102177.5276|6666666.102177|ATBG01|Pyruvate_kinase_EC_2.7.1.40|PseudomonaschlororaphisHT66ATBG01
5961	6666666.94973.4318 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_4|216821	gi|6666666.94973.4318|6666666.94973|91|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|Pseudomonassp91
5962	6666666.102115.7354 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_6|216821	gi|6666666.102115.7354|6666666.102115|AZRU01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonasnitroreducensHBP1AZRU01
5963	6666666.138933.3555 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|216821	gi|6666666.138933.3555|6666666.138933|AVQF01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|Pseudomonasmendocinaegdaq5AVQF01
5964	6666666.102121.2747 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_3|311079	gi|6666666.102121.2747|6666666.102121|AJXG01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|PseudomonastolaasiiPMS117AJXG01
5965	6666666.107170.4796 -> Glycolysis|10|Pyruvate_kinase_2|216821	gi|6666666.107170.4796|6666666.107170|CHA0|Pyruvate_kinase_EC_2.7.1.40|PseudomonasprotegensCHA0
5966	6666666.135394.4996 -> Glycolysis|9|enolase_1|216817	gi|6666666.135394.4996|6666666.135394|AMQP01|Enolase_EC_4.2.1.11|Pseudomonasviridiflavauasws0038AMQP01
5967	6666666.102114.1040 -> polyketide|215|215_1|216817	gi|6666666.102114.1040|6666666.102114|AZUT01|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonasthermotoleransJ53AZUT01
5968	6666666.102203.3489 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.102203.3489|6666666.102203|NZ_CP007620.1|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasputidaNZCP0076201
5969	6666666.138930.3268 -> TCA|12|fumarate_hydratase_5|216817	gi|6666666.138930.3268|6666666.138930|ATDK01|Fumarate_hydratase_class_II_EC_4.2.1.2|Pseudomonasavellanaebpic631ATDK01
5970	6666666.136749.811 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.136749.811|6666666.136749|JALF01|Pyrroline5carboxylate_reductase_EC_1.5.1.2|Pseudomonasaeruginosasg17mJALF01
5971	6666666.136424.4822 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_4|311079	gi|6666666.136424.4822|6666666.136424|AUEC01|Dihydroxyacid_dehydratase_EC_4.2.1.9|Pseudomonastaiwanensisdsm21245AUEC01
5972	6666666.135023.1260 -> R5P_AMINOACIDS|10|histidinol_dehydrogenase_3|300442	gi|6666666.135023.1260|6666666.135023|JYLB01|Histidinol_dehydrogenase_EC_1.1.1.23|PseudomonasliniJYLB01
5973	6666666.102140.4886 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_3|216821	gi|6666666.102140.4886|6666666.102140|NC_021499.1|Acetolactate_synthase_large_subunit_EC_2.2.1.6|PseudomonasresinovoransNBRC106553NC0214991
5974	6666666.102099.3013 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_3|311079	gi|6666666.102099.3013|6666666.102099|JHYV01|Indole3glycerol_phosphate_synthase_EC_4.1.1.48|PseudomonasmonteiliiNBRC103158=DSM14164JHYV01
5975	6666666.136299.5198 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.136299.5198|6666666.136299|AEGG01|glutamine_synthetase_family_protein|PseudomonassavastanoipvGlycineastrB076AEGG01
5976	6666666.136383.2350 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_5|311079	gi|6666666.136383.2350|6666666.136383|JHVT01|Ornithine_carbamoyltransferase_EC_2.1.3.3|Pseudomonasumsongensisunc430cl58colJHVT01
5977	6666666.139474.2922 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.139474.2922|6666666.139474|LFMR01|glutamine_synthetase_family_protein|PseudomonasaeruginosaLFMR01
5978	6666666.136557.3748 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_1|216817	gi|6666666.136557.3748|6666666.136557|AKCJ01|Cysteine_synthase_EC_2.5.1.47|PseudomonassyringaepvAvellanaestrIspave013AKCJ01
5979	6666666.136840.125 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_1|216817	gi|6666666.136840.125|6666666.136840|LAZV01|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonassyringaepvPersicaeLAZV01
5980	6666666.136579.2029 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_2|300442	gi|6666666.136579.2029|6666666.136579|AUIE01|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|Pseudomonasresinovoransdsm21078AUIE01
5981	6666666.135476.3906 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_4|216821	gi|6666666.135476.3906|6666666.135476|ALAT01|Pyrroline5carboxylate_reductase_EC_1.5.1.2|Pseudomonasluteolaxldn49ALAT01
5982	6666666.136612.2527 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_1|216821	gi|6666666.136612.2527|6666666.136612|ALKM01|3isopropylmalate_dehydrogenase_EC_1.1.1.85|PseudomonasmendocinadlhkALKM01
5983	6666666.102156.1416 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_3|216821	gi|6666666.102156.1416|6666666.102156|NC_009439.1|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasmendocinaympNC0094391
5984	6666666.94978.1262 -> Glycolysis|10|Pyruvate_kinase_2|216821	gi|6666666.94978.1262|6666666.94978|B14|Pyruvate_kinase_EC_2.7.1.40|PseudomonasspB14
5985	6666666.296222.2255 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_4|216821	gi|6666666.296222.2255|6666666.296222|VGXO14|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasaestusnigriVGXO14
5986	6666666.135323.2955 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_1|216817	gi|6666666.135323.2955|6666666.135323|BBQJ01|3dehydroquinate_synthase_EC_4.2.3.4|PseudomonasabietaniphilaBBQJ01
5987	6666666.135476.303 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_5|216817	gi|6666666.135476.303|6666666.135476|ALAT01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|Pseudomonasluteolaxldn49ALAT01
5988	6666666.139525.783 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_7|311079	gi|6666666.139525.783|6666666.139525|JYGC02|Ornithine_carbamoyltransferase_EC_2.1.3.3|PseudomonasaeruginosaJYGC02
5989	6666666.134926.636 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_2|300442	gi|6666666.134926.636|6666666.134926|AHAY01|Phosphoribosylanthranilate_isomerase_EC_5.3.1.24|PseudomonaschlororaphissubspChlororaphisgp72AHAY01
5990	6666666.135024.749 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|216821	gi|6666666.135024.749|6666666.135024|ANGB01|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|Pseudomonasalcaliphila34ANGB01
5991	6666666.102124.1369 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_3|300442	gi|6666666.102124.1369|6666666.102124|AHZY01|Tryptophan_synthase_beta_chain_EC_4.2.1.20|PseudomonasfragiA22AHZY01
5992	6666666.136299.843 -> ALPHAKETOGLUTARATE_AMINOACIDS|1|Glutamine_2_oxoglutarate_aminotransferase_1|216817	gi|6666666.136299.843|6666666.136299|AEGG01|Glutamate_synthase_NADPH_small_chain_EC_1.4.1.13|PseudomonassavastanoipvGlycineastrB076AEGG01
5993	6666666.136781.4764 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_1|216817	gi|6666666.136781.4764|6666666.136781|BBIR01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasjaponicanbrc103040=dsm22348BBIR01
5994	6666666.135157.1521 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_3|311079	gi|6666666.135157.1521|6666666.135157|ATXQ01|Pyrroline5carboxylate_reductase_EC_1.5.1.2|Pseudomonascaenidsm24390ATXQ01
5995	6666666.162464.711 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_4|311079	gi|6666666.162464.711|6666666.162464|RITPIr|Glutamine_synthetase_EC_6.3.1.2_putative|PseudomonasspRITPIr
5996	6666666.136550.1446 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.136550.1446|6666666.136550|AWSQ01|Cysteine_synthase_B_EC_2.5.1.47|Pseudomonastaeanensisms3AWSQ01
5997	6666666.296217.648 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_3|311079	gi|6666666.296217.648|6666666.296217|CB1|Indole3glycerol_phosphate_synthase_EC_4.1.1.48|PseudomonasmassiliensisCB1
5998	6666666.135176.1469 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_10|311079	gi|6666666.135176.1469|6666666.135176|BATO01|glutamine_synthetase_family_protein|Pseudomonasalcaligenesmry130052BATO01
5999	6666666.138913.471 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_3|300442	gi|6666666.138913.471|6666666.138913|AOFQ01|Dihydroxyacid_dehydratase_EC_4.2.1.9|Pseudomonaschloritidismutansaw1AOFQ01
6000	6666666.135024.3719 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_3|300442	gi|6666666.135024.3719|6666666.135024|ANGB01|Serine_hydroxymethyltransferase_EC_2.1.2.1|Pseudomonasalcaliphila34ANGB01
6001	6666666.296199.3163 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.296199.3163|6666666.296199|KCTC32247|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonasoryzaeKCTC32247
